model_name,dataset_name,users_top_percent,users_dec_perc_suppr,community_suppression,suppress_power_nodes_first,use_suppression,experiment_id,log_file,top@10_ndcg,top@10_recall,top@10_precision,top@10_mrr,top@10_hit_rate,top@10_item_coverage,top@10_gini_index,top@10_average_rec_popularity,top@10_popularity_lift,top@10_pop_miscalibration,top@10_simpson_index_genre,top@10_intra_list_diversity,top@10_normalized_genre_entropy,top@10_unique_genres_count,top@10_user_community_bias,top@20_ndcg,top@20_recall,top@20_precision,top@20_mrr,top@20_hit_rate,top@20_item_coverage,top@20_gini_index,top@20_average_rec_popularity,top@20_popularity_lift,top@20_pop_miscalibration,top@20_simpson_index_genre,top@20_intra_list_diversity,top@20_normalized_genre_entropy,top@20_unique_genres_count,top@20_user_community_bias,top@50_ndcg,top@50_recall,top@50_precision,top@50_mrr,top@50_hit_rate,top@50_item_coverage,top@50_gini_index,top@50_average_rec_popularity,top@50_popularity_lift,top@50_pop_miscalibration,top@50_simpson_index_genre,top@50_intra_list_diversity,top@50_normalized_genre_entropy,top@50_unique_genres_count,top@50_user_community_bias,top@100_ndcg,top@100_recall,top@100_precision,top@100_mrr,top@100_hit_rate,top@100_item_coverage,top@100_gini_index,top@100_average_rec_popularity,top@100_popularity_lift,top@100_pop_miscalibration,top@100_simpson_index_genre,top@100_intra_list_diversity,top@100_normalized_genre_entropy,top@100_unique_genres_count,top@100_user_community_bias
ItemKNN,lastfm,0.05,0.4,0.5,True,False,lastfm_ItemKNN_u0.4_s0.5_pTrue_0630_113332,lastfm_ItemKNN_no_suppression_113332.log,0.2650475096163512,0.23809018607179286,0.18300102726720774,0.5231891340647881,0.7894811642409203,0.45070721357850074,0.7904021713329592,203.49340460004444,8.1042014956897,1.3578215560650047,0.840971816134328,0.6876826147364226,0.8849685998852699,10.779407656468557,0.8196427822113037,0.30495606866684866,0.3355108073609534,0.12894379004597972,0.5231891340647881,0.8764952058452427,0.6034653465346534,0.7903000016874436,172.79549932605156,6.881645854021599,1.1500253977777681,0.8641757547602692,0.7224853502317709,0.8436685718149031,16.004729967545053,0.7695167779922485,0.36556113066460666,0.49080975433292506,0.0759051493134282,0.5231891340647881,0.9432504905048253,0.8213578500707213,0.7701091861133361,133.7110675167779,5.325093633818446,0.8359737871114769,0.8960744637514961,0.7865356803639273,0.8094268092120567,28.049648887032703,0.6965858221054078,0.40800588217654177,0.6239685198621657,0.04834484344380581,0.5231891340647881,0.9714652968341564,0.9480905233380481,0.7288270589911212,107.80523242919064,4.293383992532758,0.604003212919424,0.917449013360039,0.8323008328859102,0.7997158958525007,41.40889973862332,0.63133385181427
ItemKNN,lastfm,0.05,1.0,0.2,True,True,lastfm_ItemKNN_u1.0_s0.2_pTrue_0702_151548,lastfm_ItemKNN_u1.0_s0.2_pTrue_0702_151548.log,0.030002555309187873,0.0314528665683433,0.02105220645194093,0.08598446341670093,0.1838229331731566,0.6812588401697312,0.41107780976003794,25.896426721128382,1.031334949547262,0.12560781046688024,0.9208102307875107,0.9089767640979363,0.9476415403826437,18.07192745158174,0.5250259637832642,0.03879931570719674,0.051121121533325244,0.017634063844777313,0.08598446341670093,0.27773408091584095,0.7021216407355022,0.3734843048937371,28.405874463416012,1.131274651211667,0.12437033297595909,0.9393182068769631,0.9147240449310378,0.9238389369252691,28.450643982741894,0.474468594789505,0.05519568428052427,0.0954830799173241,0.013290720174775386,0.08598446341670093,0.4373339573454048,0.7178925035360678,0.36388734387062505,31.731306642980105,1.2637112404780697,0.1429198805601215,0.953234507785232,0.9238724743100217,0.8946452872392763,47.16222957522364,0.41432188749313353,0.07124729563902418,0.14721296373484838,0.010464865461092281,0.08598446341670093,0.5692327556070629,0.726944837340877,0.38702280696059443,33.20113370698739,1.3222476569970474,0.16756784984780632,0.9586975206032783,0.9286283783265439,0.8737112955231929,63.60769095376172,0.3904482007026672
ItemKNN,lastfm,0.05,0.625,0.8,True,True,lastfm_ItemKNN_u0.625_s0.8_pTrue_0702_153048,lastfm_ItemKNN_u0.625_s0.8_pTrue_0702_153048.log,0.15281795131558323,0.1445652959725167,0.1112607455738247,0.3333759809373063,0.6194890463357223,0.7700848656294201,0.6587449671743315,134.4013809105799,5.352585624772847,0.72531103471689,0.8838299163927209,0.8105265548992898,0.912050665371706,14.212300178311267,0.5625139236450195,0.18436827461177802,0.21842465325886068,0.08382344135074246,0.3333759809373063,0.752186535920867,0.9041725601131543,0.6525471339778603,121.93976444148466,4.856297054506669,0.6262560599666827,0.9067668025597622,0.8344671862059736,0.8826957925246586,21.95115900415044,0.5003684639930726,0.23252646595019835,0.3425975003142258,0.052832422724672645,0.3333759809373063,0.8791049102166184,0.9695898161244696,0.5973105850039996,102.2228462002801,4.071063358039601,0.4721923614525063,0.9287165662186426,0.8666418625579102,0.8522452640042737,37.38009596740269,0.43432292342185974,0.26899583455180676,0.45726650121926804,0.03533616503949157,0.3333759809373063,0.9344939808165499,0.9763083451202264,0.5349464791807124,85.71392539730832,3.4135893680268685,0.34581635121916354,0.9408777641000936,0.887916016996823,0.8361280614331191,52.96067245556478,0.39214085340499877
ItemKNN,ml-100k,0.05,0.4,0.5,True,False,ml-100k_ItemKNN_u0.4_s0.5_pTrue_0630_113217,ml-100k_ItemKNN_no_suppression_113217.log,0.2830561689959206,0.23258157454734046,0.19681365961704078,0.4962002438138534,0.8014370272040182,0.17006907137375288,0.6931441559312207,238.42586517618093,5.631630604995264,1.8623445540562742,0.8448158235995873,0.8022134893271632,0.9135073048497349,9.45240357560156,0.7547698497772217,0.30113998679983434,0.3433149704232445,0.1524883749220906,0.4962002438138534,0.887969718133434,0.22409823484267077,0.6668688355605027,213.3380934854891,5.039056209763298,1.5875505842654523,0.864573848608633,0.8111463646956857,0.8953601966130279,11.773368534748673,0.7137546539306641,0.3535511030011743,0.5110080552340788,0.09879593951332147,0.4962002438138534,0.9500509725586536,0.3479662317728319,0.6594920805304689,182.6015476988858,4.313057493911868,1.258124762261244,0.8815437448544433,0.824480990951048,0.8769616945206804,14.6192443961826,0.6321236848831177,0.4041273413046501,0.6536995489118731,0.06802077126226842,0.4962002438138534,0.9751311858803671,0.491481197237145,0.6469014963904731,155.6517227982982,3.6765013107256883,0.9798399141013567,0.886514972079615,0.8282889524999308,0.8679860668732807,15.95719721528651,0.5262210845947266
ItemKNN,ml-100k,0.05,1.0,0.2,True,True,ml-100k_ItemKNN_u1.0_s0.2_pTrue_0702_145946,ml-100k_ItemKNN_u1.0_s0.2_pTrue_0702_145946.log,0.11555263954218957,0.07880549407672191,0.08467324038433661,0.26951332524884275,0.48831414626478475,0.4121258633921719,0.8112841881457543,157.31593844852364,3.7158101658375116,1.5681833947654227,0.842136685461309,0.8108327444113492,0.9169425420477626,9.468302541847128,0.5438560962677002,0.11978060585134298,0.12122900434056723,0.0675185369688063,0.26951332524884275,0.596105828860075,0.5694551036070606,0.8138466174773022,138.82864647726268,3.2791394246328887,1.3013067412159622,0.8611647102186037,0.8121961330590144,0.8961533291831001,11.621962543197515,0.46252119541168213,0.14420280700595245,0.19678221845821858,0.046901846391144586,0.26951332524884275,0.6992089539717439,0.743207981580967,0.7844854736006128,113.23952041796709,2.6747230146761733,0.8879822288281733,0.8731314678685285,0.8130678705845382,0.8707055330510689,14.074417231982306,0.3639368057250977,0.17229602555036105,0.27601723094110986,0.03384608139485717,0.26951332524884275,0.772761967946649,0.8234842670759785,0.7235252457297803,93.12369112773497,2.1995861422901966,0.598692416398926,0.8750057396342339,0.8136264700334701,0.8481926307579529,15.75039790400022,0.319634872674942
ItemKNN,ml-100k,0.05,0.67,0.5,False,True,ml-100k_ItemKNN_u0.67_s0.5_pFalse_0702_151004,ml-100k_ItemKNN_u0.67_s0.5_pFalse_0702_151004.log,0.19500103574512848,0.1538568988675544,0.137586878204567,0.389930024608824,0.6698621224121585,0.26999232540291634,0.8221065242820697,225.06010153865446,5.315930613701927,2.029620409220387,0.8570473987060309,0.8173593709279137,0.9255838830801268,9.9476321459321,0.5220580458641052,0.20825884578875425,0.23057042270287123,0.10918575510537068,0.389930024608824,0.7782939387048264,0.38372985418265537,0.823645649929162,201.4327172860746,4.757850641235479,1.7101881394547753,0.8726406987799937,0.8192238364469923,0.9096558763410382,11.808098421412,0.42465723752975465,0.2547252702522671,0.3704470648863394,0.07658305150144194,0.389930024608824,0.8830955814696482,0.5980046047582502,0.8109072619870867,169.67871030492128,4.00781944217008,1.2369780283544132,0.8812838793269983,0.8205871215032762,0.8827974531574228,14.049887404015294,0.30875728130340574,0.3027873547244421,0.5045584932168892,0.05618105679952127,0.389930024608824,0.9228435822166923,0.7772831926323868,0.7803211857016724,144.45238764659268,3.4119724663012834,0.8937423012638739,0.8828836918134921,0.8205373068271256,0.861079887013446,15.70452792375605,0.2573801100254059
ItemKNN,ml-100k,0.05,0.625,0.8,False,True,ml-100k_ItemKNN_u0.625_s0.8_pFalse_0702_151441,ml-100k_ItemKNN_u0.625_s0.8_pFalse_0702_151441.log,0.20654778607883634,0.16447191100084538,0.14523715546134353,0.4053449897504863,0.6883542627982578,0.2377590176515733,0.8119252132577731,232.88413654984134,5.500734703606332,2.0756006692497535,0.8580990634907624,0.8178743858097366,0.9255648073230238,9.982690672246187,0.5271071314811706,0.22257077114186918,0.25094045971762513,0.11583804334184497,0.4053449897504863,0.8048617087254568,0.3447429009976976,0.8154248996754596,209.13690448036664,4.939823919838988,1.7479529694319598,0.8727873156438115,0.8183714754514624,0.9083860876521441,11.869560810163266,0.42883784174919126,0.27199159376450566,0.4004023409309945,0.08074791072804718,0.4053449897504863,0.904982930968837,0.5373752877973905,0.798511176504929,176.41283848973822,4.166879879491143,1.271245282500842,0.8812540399981608,0.8201415322832369,0.8813230641441805,14.156182923879816,0.318551117181778,0.3226078570759048,0.5432318686768409,0.0589179610148202,0.4053449897504863,0.9443040388247137,0.7074443591711436,0.7671510342561817,149.9796379075717,3.5425263879917686,0.9337996419544231,0.8833346244241345,0.8211078615283268,0.8620921504646081,15.723706361230072,0.2720574140548706
ItemKNN,ml-1m,0.05,0.4,0.5,True,False,ml-1m_ItemKNN_u0.4_s0.5_pTrue_0630_112341,ml-1m_ItemKNN_no_suppression_112341.log,0.29882191134381303,0.18210118391432065,0.23845719540545712,0.5305863703183976,0.8324326909443227,0.27882909520993493,0.8376749995762497,1421.205100397137,8.358212809931256,1.5423567834032537,0.815400805047924,0.7120756410663287,0.8898732640345035,8.779302425852888,0.6237775325775147,0.29883788722048077,0.27087900476992954,0.18798329783224094,0.5305863703183976,0.9023822765057062,0.3740981667652277,0.8330582790012301,1281.6187580037856,7.537295157188844,1.295687068031303,0.8448971273631392,0.7482793320110007,0.8709993099678041,11.427736254459877,0.5593467950820923,0.3343615088157484,0.41936075631731545,0.12707445463529798,0.5305863703183976,0.9536097941547101,0.5328799526907155,0.8164923048009243,1078.9906211951027,6.345624026643662,0.9584416046246135,0.8696987644877575,0.7871110023121278,0.8543570951585631,14.703196750056758,0.4864381432533264,0.379919098716352,0.5473002641592026,0.08857917885883568,0.5305863703183976,0.9741539865689124,0.6700768775872266,0.7905777499263966,910.2294946813705,5.353127300413684,0.7120018178962093,0.8808839120654091,0.8086163865621817,0.8498787529553535,16.487189082672153,0.4366554498672485
ItemKNN,ml-1m,0.05,1.0,0.2,True,True,ml-1m_ItemKNN_u1.0_s0.2_pTrue_0702_155153,ml-1m_ItemKNN_u1.0_s0.2_pTrue_0702_155153.log,0.016254951225854457,0.005390029630069728,0.009281304120965223,0.07021139564434797,0.08655067577836004,0.2450620934358368,0.9513415873973947,230.97932168922983,1.358406555698878,4.056782528617236,0.7184070105835716,0.6017849902756633,0.8144165363949204,7.33861356768549,0.5338757634162903,0.013882543018432414,0.007434443464462937,0.006647013614406406,0.07021139564434797,0.11547812891423066,0.29562389118864574,0.9534449299160395,173.01834336769758,1.0175337349161455,4.006557073242556,0.7837743041223412,0.7108068191979564,0.8080958852857412,10.128898875273688,0.4454203248023987,0.01459763752083145,0.012878828605022572,0.005167834593724759,0.07021139564434797,0.19434058415799232,0.34222353636901237,0.9424834001770346,133.70205933385307,0.7863117467887822,3.630515576706596,0.8445047671148792,0.7819202612372066,0.825973898479352,13.368733369961053,0.38832833170890807,0.022711191527043796,0.037071271492484,0.00611087790447091,0.07021139564434797,0.3762218720622646,0.3863985807214666,0.9132153159404133,166.71818506486846,0.9804820357514114,3.1547006698347717,0.8832460595507342,0.8479021566942352,0.8330755334855893,17.182145354175823,0.2871981799602509
ItemKNN,ml-1m,0.05,1.0,0.5,True,True,ml-1m_ItemKNN_u1.0_s0.5_pTrue_0702_161651,ml-1m_ItemKNN_u1.0_s0.5_pTrue_0702_161651.log,0.016254951225854457,0.005390029630069728,0.009281304120965223,0.07021139564434797,0.08655067577836004,0.2450620934358368,0.9513415873973947,230.97932168922983,1.358406555698878,4.056782528617236,0.7184070105835716,0.6017849902756633,0.8144165363949204,7.33861356768549,0.5338757634162903,0.013882543018432414,0.007434443464462937,0.006647013614406406,0.07021139564434797,0.11547812891423066,0.29562389118864574,0.9534449299160395,173.01834336769758,1.0175337349161455,4.006557073242556,0.7837743041223412,0.7108068191979564,0.8080958852857412,10.128898875273688,0.4454203248023987,0.01459763752083145,0.012878828605022572,0.005167834593724759,0.07021139564434797,0.19434058415799232,0.34222353636901237,0.9424834001770346,133.70205933385307,0.7863117467887822,3.630515576706596,0.8445047671148792,0.7819202612372066,0.825973898479352,13.368733369961053,0.38832833170890807,0.022711191527043796,0.037071271492484,0.00611087790447091,0.07021139564434797,0.3762218720622646,0.3863985807214666,0.9132153159404133,166.71818506486846,0.9804820357514114,3.1547006698347717,0.8832460595507342,0.8479021566942352,0.8330755334855893,17.182145354175823,0.2871981799602509
